,Unnamed: 0,Song,Artist,lyrics,Lyrics
140,,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,none,
141,,Up,Joanna Marie,none,
142,,Up,Cardi B,"Up, up, up (Ayy), up (Uh), up, look (This is fire)
Once upon a time, man, I heard that I was ugly
Came from a bitch who nigga wanna fuck on me

I said my face bomb, ass tight
Racks stack up Shaq height
Jewelry on me, flashlight
I been lit since last night
Hit him with that good good
Make a nigga act right
Broke boys don't deserve no pussy
(I know that's right)

Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked
If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)
Up, then it's up, if it's up, then it's stuck (Huh)
If it's up, then it's up, then it's up, then it's stuck, huh (Woo)

I could make the party hot, I could make your body rock
Bitches say they fuckin' with me, chances are they probably not
If I had a dick, you'd probably lick it like a lollipop
Hoes speakin' cap-enese, hit 'em with karate chop
I'm forever poppin' shit, pullin' up and droppin' shit
Gotta argue with him 'cause a nigga love a toxic bitch
Niggas out here playin', gotta make 'em understand
If ain't no ring on my finger, you ain't goin' on my 'Gram

I said my face bomb, ass tight (Yeah)
Racks stack up Shaq height (Yeah)
Jewelry on me, flashlight (Huh)
I been lit since last night (Woo)
Hit him with that good good
Make a nigga act right (Ah)
Broke boys don't deserve no pussy
(I know that's right)

Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked (Woo)
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked

If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)
Up, then it's up, if it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)

Bitches ain't fuckin' with me now and I can see why
Dirty-ass, dusty-ass bitch, you got pink eye
Bitches want smoke until I bring it to they doorstep
Tell that bitch back back, breath smell like horse sex (Ha)
Put it on him now, he will never be the same (He won't)
Tatted on my ass 'cause I really like the pain (Ah)
He nutted on my butt, I said, ""I'm glad that you came""
If that nigga had a twin, I would let 'em run a train (Skrrt)

Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked (Woo)
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked (Ooh)
If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Woo)
Up, then it's up, if it's up, then it's stuck (Woo)
If it's up, then it's up, then it's up, then it's stuck, huh

Look, gotta play it safe, huh
No face, no case (Hahaha)",
143,,WAP (feat. Megan Thee Stallion),Cardi B,"Es saku diņkapauri, tu!
Katru dienu tu!
Slapā pusē
Īsti ielikt nemāki, nu!
Jē, jē, jē, jē, jē
Tu fukājies ar neīsto pusi
Atnes lupatu un spaini
Jo man slapā puse
Ieliec visu, kas tev ir
Manā slapā pusē
Bīdi ritmu, itkā saceļās
Ekstra liels un ekstra sārts
Met to peten' tieši sejā
Liec to degun' iekšā ejā
Augšā lejā, tā man jāj
Tā man patīk, nepārstāj
Skaties man acīs, mutē spļauj
Nodžummī makstī, jā es ļauj
Sien mani striķī, lai es bļauj
Lomu spēle, masku auj
Es gribu, lai no-par-ko
To fūri šaurajā garāžā man
Diņķis krīmo, es tik skrīmo
Bize vaļā, tā es dzīvo
Ne es cep, ne es tīru
Jo šis ir veids kā tikt pie vīra
====
Ēd mani, rij mani
Iekšā aicinu pirms tev sula nāk
Izvelc bеciņu, parādīšu tev
Kur novietot sēkliņu, kamēr
Nika skrien to pеlmeni
Tev vajag viņam dirst, lūpā kod
Noslauc piķi, kamēr grūzmī dod
Nedod savu Ilzīti tāpat vien
Lai samaksā par īri pirms iekšā lien
Tāpēc ņem, kamēr var
Savu slapo pusi
Būs tev aifons ar ko bildēt
Savu slapo pusi
Maksā īri, ja tu sūknēt
Gribi slapo pusi
Liec, lai naktī saule spīd
Ja gribi slapo pusi
====
Jē, jē, jē, jē, jē
Tu fukājies ar neīsto pusi
Atnes lupatu un spaini
Jo man slapā puse
Ieliec visu, kas tev ir
Manā slapā pusē
Lai tik pil, lai tik pil
Mana slapā puse
Atnes lupatu un spaini
Jo man slapā puse
Lai tik pil pil pil
Mana slapā puse
Makaroni katlā vārās
Jo man slapā puse, ha!",
144,,I Like It,Cardi B,"Yeah, baby, I like it like that
You gotta believe me when I tell you
I said I like it like that
You gotta believe me when I tell you
I said I like it like—

Now I like dollars, I like diamonds
I like stuntin', I like shinin' (Yeah)
I like million dollar deals
Where's my pen? Bitch, I'm signin' (Signin')
I like those Balenciagas (Those)
The ones that look like socks
I like going to the jeweler
I put rocks all in my watch (Cha-ching)
I like texts from my exes when they want a second chance (What?)
I like proving niggas wrong, I do what they say I can't
They call me Cardi Bardi, banging body
Spicy mami, hot tamale
Hotter than a Somali, fur coat, Ferrari (Rrr, woo)
Hop out the stu', jump in the coupe (Coupe)
Big Dipper on top of the roof
Flexing on bitches as hard as I can
Eating halal, driving the Lam'
Told that bitch I'm sorry, though (Sorry, though)
'Bout my coins like Mario (Mario)
Yeah, they call me Cardi B
I run this shit like cardio (Woo, facts)

Diamond district in the chain, chain (I said I like it like that)
Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo)
Drop the top and blow the brains, woo (I said I like it like that; woo)
Oh, he's so handsome, what's his name? Yeah (Woo, facts, I said I like it)

Oh, I need the dollars (I said I like it like that; cha-ching)
Beat it up like piñatas (I said I like it like—; uh)
Tell the driver, close the curtains (I said I like it like that; skrrt)
Bad bitch make you nervous (I said I like it)
Cardi B

Chambean, chambean, pero no jalan (¡Jalan!)
Tú compras to'a las Jordan, bo, a mí me las regalan (Jeje)
I spend in the club what you have in the bank (¡Wuh; ¡yeh!)
This is the new religion bang in Latino gang, gang, ¡yeh!
Trato de hacer dieta, pero es que en el closet tengo mucha grasa (¡Yeh!; ¡wuh!)
Ya mudé la' Gucci pa' dentro de casa, yeh (¡Wuh!)
Cabrón, a ti no te conocen ni en Plaza (No)
El Diablo me llama, pero Jesucristo me abraza (Amén)
Guerrero como Eddie, que viva la raza, yeh
Me gustan boricuas, me gustan cubanas
Me gusta el acento de las colombianas (¿Qué hubo pues?)
Como mueve el culo la dominicana (¿Qué lo que?)
Lo rico que me chingan las venezolanas (¡Wuh!)
Andamos activos, Perico Pin Pin (Wuh)
Billetes de cien en el maletín (¡Ching!)
Que retumbe el bajo, Bobby Valentín, yeh (¡Buh!)
Aquí es prohibido amar, diles, Charytín
Que pa'l picor les tengo Claritín
Yo llego a la disco y se forma el motín (¡Rrrah!)

Diamond district in the chain (I said I like it like that; Bad Bunny baby, bebé, bebé)
Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo)
Drop the top and blow the brains, woo (I said I like it like that; woo)
Oh, he's so handsome, what's his name? Yeah (Woo, yeh, I said I like it)

Oh, I need the dollars, cha-ching (I said I like it like that)
Beat it up like piñatas (I said I like it like—)
Tell the driver, close the curtains (I said I like it like that; skrrt)
Bad bitch make you nervous (I said I like it)

Como Celia Cruz tengo el azúcar (Azúca')
Tu jeva me vio y se fue de pecho como Jimmy Snuka (Ah)
Te vamos a tumbar la peluca
Y arranca pa'l carajo, cabrón, que a ti no te vo'a pasar la hookah (Hookah, hookah)
Mis tenis Balenciaga me reciben en la entrada (Wuh)
Pa-Pa-Paparazzi like I'm Lady Gaga (Wuh)
Y no te me hagas (Eh)
Que en cover de Billboard tú has visto mi cara (Eh)
No salgo de tu mente (Wuh)
Donde quieras que viajes has escuchado ""Mi Gente""
Yo no soy hype, soy como el Testarossa (Hype; 'rossa)
Yo soy el que se la vive y también el que la goza (Goza, goza)
Es la cosa, mami es la cosa (Cosa, cosa)
El que mira sufre y el que toca goza (Goza, goza, goza)

I said I like it like that
I said I like it like that (Rrr)
I said I like it like that (Woo)
I said I like it like that

Diamond district in the chain (I said I like it like that)
Certified, you know I'm gang, gang (I said I like it like—)
Drop the top and blow the brains, woo (I said I like it like that)
Oh, he's so handsome, what's his name? Yeah (I said I like it)",
145,,Number One Fan,MUNA,"So I heard the bad news
Nobody likes me and I'm gonna die alone
In my bedroom
Looking at strangers on my telephone
Well, wouldn't you?
Wouldn't you like if I believed those words?
If I'm born to lose
I'll never try and I will never learn, but

I've been looking at myself in the mirror, saying
""Don't leave me now, don't leave me now""
I've been looking at myself in the mirror, saying
""Don't leave me now,"" and I turn around like

""Oh my God, like, I'm your number one fan
So iconic, like big, like stan, like
I would give my life just to hold your hand
I'm your number one fan
I'm your number one, number one fan""

So here's the bad news
I'm coming for everyone and I'm coming on strong
New hair and new shoes
Yeah, I get what I like because I do what I want

I've been looking at myself in the mirror, saying
""Don't leave me now, don't leave me now""
I've been looking at myself in the mirror, saying
""I won't leave you now,"" and I turn around like

""Oh my God, like, I'm your number one fan
So iconic, like big, like stan, like
I would give my life just to hold your hand
I'm your number one fan
I'm your number one, number one fan""

Number one, number one
Number one, number one

In the thick of it
Will you stick up for me?
In the thick of it
Are you gonna believe that I can do it?
Love me in the way that only you can
Be my number one, number one

""Oh my God, like, I'm your number one fan
So iconic, like big, like stan, like
I would give my life just to hold your hand
I'm your number one fan
I'm your number one, number one fan
Oh my God, like, I'm your number one fan
So iconic, like big, like stan, like
I would give my life just to hold your hand
I'm your number one fan
I'm your number one, number one fan""

Number one, number one
Number one, number one",
146,,Stayaway,MUNA,"If I see my old friends, we'll go out dancing
If we go out dancing, then we’ll go to the bar
If we go to the bar, then there's gonna be drinking
If I drink, I wanna see where you are
So I don't see my old friends, I don’t go dancing
I don't do most things I used to do
Actually, now that I'm thinking about it
I did most things to get to you

No one ever told me leaving was the easy part
I gotta stay away
Leaving you was easy, now I gotta do what's hard
I gotta stay away

Stay away, stay, stay away
Stay away, stay, stay away

If I go driving, then I'll put on music
If I put on music, then I'll play your song
If I play your song, then I think I'll lose it
End up pulled up at the front of your lawn
So I don't go driving, no, I just stay in
I don’t do most things I used to do
’Cause every moment is a fork in the road
And all my roads lead back to you (You, you, you)

No one ever told me leaving was the easy part
I gotta stay away
Leaving you was easy, now I gotta do what's hard
I gotta stay away

Stay away, stay, stay away
Stay away, stay, stay away

If I turn off the light, then I might start thinking
If I start thinking, I’ll think of the time when
You said that you love me, you said I was perfect
You said you were sorry, you said you were selfish
If I don't stop it, before I know it
All the bad things never happened
You never lied or treated me bad and
If you did, then you wish you hadn't
Start believing you were right and
I was being too dramatic
So I gotta leave the light on for tonight
Just so I can stay away

No one ever told me leaving was the easy part
I gotta stay away
Leaving you was easy, now I gotta do what's hard
I gotta stay away
Any little misstep, I’ll be at your doorstep
Talking 'bout forgiveness, giving you my heart back
Just so you can break it one more time before I say
I gotta stay away

Stay away, stay, stay away
Stay away, stay, stay away
Stay away, stay away
Stay away, stay, stay away",
147,,What I Want,MUNA,"When I go out again
I'm gonna drink a lot
I'm gonna take a shot
'Cause that's just what I want, want, want
What I want, want, want, hmm
And when I see my friend
Put something on her tongue
I'm gonna ask for one
'Cause that's just what I want, want, want
What I want, want, want

I've spent way too-too-too many years not knowing what
What I wanted, how to get it, how to live it and now
I'm gonna make up for it all at once
'Cause that's, that's just what I want

I want the full effects
I want to hit it hard
I want to dance in the middle of a gay bar
Ooh, ooh-ooh
That's what I want, there's nothing wrong, with what I want
Yeah, yeah
I want the fireworks
I want the chemistry
I want that girl right over there to wanna date me
Ooh, ooh-ooh
That's what I want, there's nothing wrong, with what I want
Yeah, yeah

Shе's dancing to the song
With all her leathеr on
I think we'll get along
'Cause she's got what I want, want, want
What I want, want, I want

I've spent way too-too-too many years
Not knowing what
What I wanted, how to get it, how to live it and now
I'm gonna make up for all of it at once
'Cause that's, that's just what I want

I want the full effects
I want to hit it hard
I want to dance in the middle of a gay bar
Ooh, ooh-ooh
That's what I want, there's nothing wrong, with what I want
Yeah, yeah
I want the fireworks
I want the chemistry
I want that girl right over there to wanna date me
Ooh, ooh-ooh
That's what I want, there's nothing wrong, with what I want
Yeah, yeah

My hands are shaking, it's psychosomatic
That's how bad I want what I want
What I (Want)
What I want
I'm gonna take it, I'm just gonna grab it
That's how bad I want what I want
What I (Want)
What I want

I've spent too-too-too many years
I've cried too-too-too many tears
And now I'm gonna make up for it all at once
'Cause that's, that just what I want

I want the full effects
I want to hit it hard
I want to dance in the middle of a gay bar
Ooh, ooh-ooh
That's what I want, there's nothing wrong, with what I want
Yeah, yeah
I want the fireworks
I want the chemistry
I want that girl right over there to wanna date me
Ooh, ooh-ooh
That's what I want, there's nothing wrong, with what I want
Yeah, yeah",
148,,Lipstick Lover,Janelle Monáe,"Lipstick lover, lover, lover, lover, lover, lover, lover
My lipstick lover, lover, lover

I like lipstick on my neck
It let me know I'm your number one select
I like lipstick on my neck
Hands around my waist so you know what's comin' next
I wanna feel your lips on mine
I just wanna feel a little tongue
We don't have a long time

Ooh, you talkin' nasty and I like it (Like it)
Whisper in my ear, only me and you can hear
I seen it from the back and I'm excited (Excited)
Tell me what you do when we walk up in the room, yeah
Hope it's something nasty, we can try it (Try it)
Bite me on my neck and you know what's comin' next
We can make a movie, I can write it (Write it)
Let's just make a move, baby

'Cause for your love, I'll take my time
Just wanna feel your hips on mine

I really got a thing for my lipstick lover, lover, lover, lover, lover
I'll do anything for my lipstick lover, lover, lover, lover, lover

I like lipstick on my neck
Leave a sticky hickey in a place I won't forget
I like lipstick on my neck
Baby, I'm obsessed, get me undressed
I wanna feel your lips on mine
I just wanna feel a little tongue
We don't have a long time

Ooh, you talkin' nasty and I like it (Like it)
Whisper in my ear, only me and you can hear
I seen it from the back and I'm excited (Excited)
Tell me what you do when we walk up in the room, yeah
Hope it's something nasty, we can try it (Try it)
Bite me on my neck and you know what's comin' next (And you know what's coming next)
We can make a movie I can write it (Write it)
Let's just make a move, baby

'Cause for your love, I'll take my time
Just wanna feel your hips on mine

I really got a thing for my lipstick lover, lover, lover, lover, lover
I'll do anything for my lipstick lover, lover, lover, lover, lover
I really got a thing for my lipstick lover, lover, lover, lover, lover
I'll do anything for my lipstick lover, lover, lover, lover, lover",
149,,Kevin,Oliver Malcolm,"London Town raised
Purple haze in his brain
Fucked up again
In a rage against the machine again
Taking our teens again
When will it end?

La-la-la-la, la-la-la, la
La-la-la-la, la-la-la, la

High top, low fade
Rolling up the grade, yeah
High risk, low pay
He smokes it all away, all away
Don’t give a fuck, so he walks with a light step (Yeah), yeah (Yeah)
Suburban boredom’s the cause of the violence
He’s used to the sirens

La-la-la-la, la-la-la, la
La-la-la-la, la-la-la, la

London Town raised
Purple haze in his brain
Fucked up again
In a rage
London Town raised
Purple haze in his brain
Fucked up again
In a rage

Coors Light, cigarettes
Looks a mess
 fuckin’ mess, Kevin!
Short hair, stinky breath
Teacher says he’s worthless
Yeah
He laughs at the pain
Cold blood stains of what remains
He prays and asks for a change
But won’t look him the face, ooh

La-la-la-la, la-la-la, la
La-la-la-la, la-la-la, la
La-la-la-la, la-la-la, la
La-la-la-la, la-la-la, la",
150,,I'm Leaving It All Up To You,Donny & Marie Osmond,"I'm leavin' it all up to you-ooh-ooh
You decide what you're gonna do
Now do you want my lo-o-ove
Or are we through
That's why I'm leaving it all up to you-ooh-ooh
You decide what you're gonna do
Now do you want my lo-o-ove
Or are we through

I've got my heart in my hand
I-I don't understand
Baby, what, what have I done wrong
I worship the ground that you walk on

That's why I'm leavin' it all up to you-ooh-ooh
You decide what you're gonna do
Now do you want my lo-o-ove
Or are we through
I'm leavin' it all up to you-ooh-ooh
You decide what you're gonna do
Now do you want my lo-o-ove
Or are we through

I'm leavin' it all up to you-ooh-ooh
You decide what you're gonna do",
151,,Never Gonna Give Me Up,Sir Woman,"Never wanna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love
You never wanna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna love

I’m too tired to keep on begging
And I don’t want to waste my time
So let me make this easy on you
You go your way I’ll go mine

Never wanna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love
You never wanna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love

I never wanted to be bitter
You know I gave you all I had
And even though I’ll always love you
You take away more than you add

Never wanna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love
You never wanna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love

I know sometimes I’m gonna miss you
When it’s cold inside my bed
But you won’t let me in your heart boy
So get the hell out of my head

Never wanna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love
You never wanna give me up
But you never wanna love
Never gonna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love
Never gonna give me up
But you never wanna give me love",
152,,Mind Over Matter,Anthony Ramos,"I see you over there cookin' while you over there lookin' like a five-course (Just five?)
I walk over to the kitchen and I feel a little smitten with the way the oil pour (Like this?)
Wrap my hand around her waist (Yeah)
Put my cheek up on your face (Okay)
Turn you around so you could see what you cookin’ up in me

I wanna be generous (Uh)
A little more tenderness (Uh-huh)
Feel you feeling better than you did before
I'm taking it serious (Uh)
A little more time with it  (Uh-huh)
Emotional, physical, it's so much more

'Cause when we're makin' love, real love
We take it deeper, mind over matter
Yeah, when we're makin' love, real love
It's like a healer, mind over matter (It never matter)

Put the pillow where you want it just in case we gotta pause it for a little breather (Right here?)
'Cause when you comfy I can explore your body make me wish I was a mind reader (Yeah, yeah)
I'm goin' work harder
Gon' touch you smarter
You know I'm gonna find the new surprises

'Cause when we're makin' love, real love
We take it deeper (We take it deeper), mind over matter
Yeah, when we're makin' love, real love
It's like a healer, mind over matter

We makin’ love (Real love), real love, real love
We makin’ love (Real love), real love, real love
We makin’ love (Real love), real love, real love
We makin’ love (Real love), real love, real love
We makin'

You got that good, good, deep like a therapist
All in my hair while I'm lickin' your areas
Gimme them feels like that strong sativa
Cure for my pain, call you Aleve, ya
The only one for me looking at you
Made you (Uh)
I’m goin' for two
3 o’clock (Uh)
4 o’clock (Uh)
5 o’clock (Ooh, ooh, ooh)

'Cause when we're makin' love (Yeah), real love
We take it deeper, mind over matter (Mind over matter)
Yeah, when we're makin' love, real love (We makin' love)
It's like a healer (It's like a healer), mind over matter (Mind over matter)

We makin’ love (Real love), real love, real love
We makin’ love (Real love), real love, real love
We makin’ love (Real love), real love, real love
We makin’ love (Real love), mind over matter
(It never matters)",
153,,Let's Go Back,Jungle,"Let's go, let's go back
You know I need you here (Just like that)
Darling, when you let go, can't go back
You know I need you here (Let's go back)
I guess we'll never let go, let's go back
You know I need you here (Just like that)
Lonely when the night's cold, let's go there
That's why I need you here (Let's go back, ooh)

Why, why won't you give me some love now?
Why would you keep me in pain?
Why won't you give me some of your time?
Why won't you give it away?

Ooh, ooh
Ooh, ooh

Let's go, let's go back
You know I need you here (Just likе that)
Darling, when you let go (Can't go back)
That's why I need you herе (Let's go back)
I guess we'll never let go (Let's go back)
You know I need you here (Just like that)
Lonely when the night's cold (Let's go there)
That's why I need you here (Let's go back, ooh)

Why, why won't you give me some love now?
Why would you keep me in pain?
Why won't you give me some of your time?
Why won't you give it away?

Ooh, ooh
Ooh, ooh

Let's go, let's go back
You know I need you here (Just like that)
Darling, when you let go (Can't go back)
That's why I need you here (Let's go back)
I guess we'll never let go (Let's go back)
You know I need you here (Just like that)
Lonely when the night's cold (Let's go there)
That's why I need you here

Why won't you give it away?
Why won't you give me some love now?
Why would you keep me in pain?
Why won't you give me some of your time?
Why won't you give it away?

Ooh, ooh
Ooh, ooh",
154,,Die Young,Chappell Roan,"Run with the devil, go ahead run free
Run with the devil and dream
Smoke that cigarette, puff those rings
Blow it in my face as I breathe
It's alright now, you're just high now
You'll be fine now, you're just high now
Look at your mama, now she's crying
'Cause she thinks her baby's dying
Don't put up a fight, she just wants to hold you tight
And look at your daddy, he hates lying
Tried to help you, but he's sick of trying
Look at your life, he just wants to make it right

And you got everything and more than enough
If you could have anything, what would you want?

You say you wanna die young
Wanna die young
You say, ""I wanna die young""
Wanna die young

Sleep with the devil, go dance with him
It's your life, you do what you want to
Baby, why you so locked up in lies?
Don't you know you could have the truth?
You say I'm boring, so you ignore me
You hear the phone ring, so you ignore me
Look at your mama, now she's crying
'Cause she thinks her baby's dying
Don't put up a fight, she just wants to hold you tight
And look at your daddy, he hates lying
Tried to help you, but he's sick of trying
Look at your life, he just wants to make it right

And you got everything and more than enough
If you could have anything, what would you want?

You say you wanna die young
Wanna die young
You say, ""I wanna die young""
Wanna die young

You say, ""I don't know how I lost myself""
With a bottle and the bottom of an ashtray
Smoking my regrets and realizing what I need to do is pray (Pray)

And I know I've got more than enough
And I think I know now what I really want

And I think I want love, wanna find love
And I wanna be loved, wanna find love
And I sure as hell don't wanna die young
Don't wanna die young, wanna die young",
155,,30 Grados,El Turko,"(Mandale Flow)
Ey, treinta grado' hace calor
La temperatura hace que saquen el motor
Lavadita la mecha y ella quiere salir hoy
Los pibes de las motos me preguntan donde estoy
Prende la motora
Los wacho' en la zona
Los cortes detonan suena ran-tan-tan
Prende la motora
Los wacho' en la zona
Los cortes detonan suena ran-tan-tan
Ando a mil por hora
Y ella viene sola
Porque está de moda
Quiere butaquear (brr)
Quiere butaquеar (dale, dale)
Quierе butaquear (ey)
Ella me pide un funky (bye, bye)
Con BR lo mueve (bye, bye)
Si el chico le molesta (bye, bye)
Si el verano se presta (brr)
Salgo a la calle con la mecha
No tengo papeles pero ninguno sospecha
Quemando una flower que son puras de cosecha
Y tapo la patente no tengo una multa hecha (ja, ja)
En el Ultra VIP 'tamos tirando facha
No estoy tan pegado y se me pegan las wachas
Que traigan botellas quiere estar borracha
Si ponen BR ella se agacha (ma)
Ha-ha-hace calor
Ca-caigo a la costa y Lacoste el shorts
Suena 30 grados hay hielo y alcohol
La wacha más linda a mí se me acercó
El Turko al corte
Y que las mechas se reporten
Este verano está pa' detonar
Con flow BR en Argentina todos a bailar
Y con los pibes de las motos te vas a escapar
Y si la gorra a mí me sigue no voy a parar
Sube la temperatura
420 sigue la locura
Un bora y un vento planchado de altura (ah)
Los zorros me buscan porque ando ilegal
Estoy tranquilo porque esto es normal
Tengo los papeles pero para armar
Si tira sirena me voy a escapar
(Pre-pre) Prende la motora los wacho' en la zona
Los cortes detonan suena ran-tan-tan
Prende la motora los wacho' en la zona
Los cortes detonan suena ran-tan-tan
Ando a mil por hora y ella viene sola
Porque está de moda
Quiere butaquear (brr)
Quiere butaquear (dale, dale)
Quiere butaquear (ey)
Ella me pide un funky (bye, bye)
Con BR lo mueve (bye, bye)
Si el chico le molesta (bye, bye)
Si el verano se presta (brr)
El Turko al corte (ah)
Y que las mechas se reporten (dice, ey)
De Rosario para el mundo
Mandale flow (dale, dale)
¿Qué, qué, qué, qué? (dale, dale)
¿Cómo? ¿cómo? (ey) 'Tamo rompiendo (brr)",
156,,Holding On,Jungle,"I could dance around for a little bit
Money in my bag just to get a hit
I left my problems on the ground, it's legitimate
So let's get down, get down
Keep me running 'round like a little bitch
I got no worries with her, I said, ""I'm cool with it""
Well if you're bored of outside, won't you come on in?
And let's get down, get down

I've been holding on, again and again
I've been holding on, again and again
I've been holding on, again and again
I've been holding on, again and again
(Get down)

I could dance around for a little bit
Money in my bag just to get a hit
I left my problems on the ground, it's legitimate
So let's get down, get down
Keep mе running 'round like a little bitch
I got no worries with hеr, I said, ""I'm cool with it""
Well if you're bored of outside, won't you come on in?
And let's get down, get down

I've been holding on, again and again
I've been holding on, again and again
I've been holding on, again and again
I've been holding on, again and again

I've been holding on, again and again
I've been holding on, again and again
I've been holding on, again and again (I've been holding to you, holding on, holding)
I've been holding on, again and again (I've been holding to you, holding on, holding)
I've been holding on, again and again (I've been holding to you, holding on, holding on)",
157,,Alibi (with Pabllo Vittar & Yseult),Sevdaliza,none,
158,,Catalina,Cimafunk,"Un cariñito y no' vamo' a casa
Claro que sí, anda
Un cariñito y nos vamos, ya, y nos vamos
¿Será?
Ay, si se complica que se complique, ya ve'

Estás desacatao'
Me lleva a la cima y
Me deja temblando
Con ese tumbao'
Vacila y vacila con ese cuerpero
Tan arrebatao'
De puro melao
Oye, pelao'
Ese melao es pa' mí

Catalina, qué problema
Me tienes el sueño quitao'
Pero vale la pena
Pura agüita (Pura agüita) de panela (De panela)
De día me curas la sed y por la noche
Me das, me das candela

Anda, tú tienes una talla perfecta
Linda, suelta
Desde temprano necesito de eso
Desde tempranito tus beso'
Tú tienes el flow que conecta
Rico, suelto
Pura medicina pa' mi corazón (Papi)
Y vitamina pa' mi cuerpo

Yo necesito de ti todos los días, a toda hora
Tu agüita de panela me mata
Ay, me mata
(Eh-oh)

Catalina, tu problema
Te tengo el sueño quitao' (Esto es lo que se siente)
Pero vale la pena
Pura agüita (Pura agüita) de panela (De panela)
De día te curo la sed y en la noche
Te doy, te doy candela
(Oh-oh)
(Ah-ah-ah)
(La-la-la)
(Necesito de ti todos los días)
(Ah-ah-ah)
(¡Oh!)
Catalina, tu problema
Te tengo el sueño quitao'
Pero vale la pena (Esto es lo que se siente)
Pura agüita (Pura agüita) de panela (De panela)
De día te curo la sed y en la noche
Te doy, te doy candela (Ja-ah)

Dame candela (Uh-uh-uh)
Dame candela (Ah)
Tú sabe' que me gustas, sabes necesito
Dame candela (Ah-ah)
Dame candela (Ah-ah-ah)
Dame candela (Ah)
Tú sabe' que te gusto
Sabes que cocina' en mi candela, ay

Catalina, qué problema
Me tienes el sueño quitao'
Pero vale la pena
Pura agüita de panela
De día me quitas la sed y en la noche
Me das, me das candela",
159,,Keep Up,Rejjie Snow,"I don't know what you heard, I don't know who you know
I don't know where you got this information from
I feel bad for real, for real
This shit I just heard from this ****, shit crazy, bro
I swear to God it's the craziest shit I ever heard, it's bums
It's like Brazilian, it's African, it's like European
It's everything, this shit is so crazy

Baby, what you waiting for?
Can you keep up with my tempo? (Can you keep up?)
Can you keep up with my tempo? (Can you keep up?)
Can you keep up with my tempo? (Can you keep up?)

Kept up with my tempo
Pink and white flamingo
Played you like Nintendos
Those Madlib instrumentals
Peek-a-boo, you special
Like Pikachu, not yellow
You're real like Janeiro
You feel way too mellow

People come and go (Okay, they come and go)
They got somе time to grow (Okay)
They gotta find their feet (Okay, gotta find thеir feet)
They gotta show the slow (Okay, gotta show the slow)
People come and go (Okay)
They got some time to grow (Okay)
They gotta find their feet (Okay, okay)
They gotta show the slow (Woah)

You got to, got to, got to grow
I shot you, mocked you, robbed your flow
Kept up with your tempo, slow
Grabbin' hips and you control
Bad like kids with vegetables
Acid tablet, festivals
African, your rounded nose
Broken planet, vegetables

People come and go (Okay, they come and go)
They got some time to grow (Okay)
They gotta find their feet (Okay, gotta find their feet)
They gotta show the slow (Okay, gotta show the slow)
People come and go (Okay)
They got some time to grow (Okay)
They gotta find their feet (Okay, okay)
They gotta show the slow (Woah)
(Woah, woah, woah, woah)

They come and go (Woah)
They come and go
(They come and go you know, uh)
Keep up with my tempo (Keep up with my tempo)
Yeah",
160,,Didnt Ya Know?,Brooklyn the Kid,none,
